Estadísticos;Repetición;Tiempo (micros);Fuerza (N);RFD (N/s)
Diferencia;;67753944;-43,7;-119,637
Promedio;;;1628,546;-0,645
Máximo;;;2798,72;12261,013

Muestra;Repetición;Tiempo (micros);Fuerza (N);RFD (N/s)
850;1;9747084;144,73;-28,721
851;1;9758576;143,31;-319,408
852;1;9770064;137,39;-385,62
853;1;9781552;134,45;-45,708
854;1;9793036;136,34;273,376
855;1;9804524;140,73;202,785
856;1;9816016;141;26,549
857;1;9827500;141,34;40,905
858;1;9838996;141,94;62,685
859;1;9850472;142,78;137,535
860;1;9861972;145,1;-74,835
861;1;9873456;141,06;-219
862;1;9884940;140,07;66,168
863;1;9896428;142,58;200,244
864;1;9907912;144,67;31,772
865;1;9919404;143,31;-72,212
866;1;9930900;143,01;-23,934
867;1;9942384;142,76;-148,467
868;1;9953868;139,6;-59,607
869;1;9965368;141,39;217,108
870;1;9976852;144,59;177,638
871;1;9988336;145,47;74,003
872;1;9999824;146,29;-22,632
873;1;10011312;144,95;-11,749
874;1;10022804;146,02;5,658
875;1;10034288;145,08;-169,772
876;1;10045776;142,12;-63,534
877;1;10057268;143,62;130,526
878;1;10068760;145,12;57,856
879;1;10080256;144,95;62,674
880;1;10091736;146,56;171,483
881;1;10103232;148,89;96,187
882;1;10114712;148,77;-56,136
883;1;10126212;147,6;-10,877
884;1;10137696;148,52;99,234
885;1;10149188;149,88;-20,46
886;1;10160668;148,05;-97,561
887;1;10172148;147,64;-14,355
888;1;10183656;147,72;-181,802
889;1;10195140;143,46;-135,406
890;1;10206624;144,61;284,744
891;1;10218108;150;259,927
892;1;10229592;150,58;66,991
893;1;10241096;151,54;39,144
894;1;10252584;151,48;-112,33
895;1;10264064;148,96;-202,962
896;1;10275544;146,82;-148,39
897;1;10287044;145,55;105,272
898;1;10298532;149,24;120,582
899;1;10310016;148,32;-32,219
900;1;10321500;148,5;-6,963
901;1;10332996;148,16;150,052
902;1;10344492;151,95;29,161
903;1;10355972;148,83;-228,539
904;1;10367464;146,7;-19,589
905;1;10378944;148,38;93,608
906;1;10390432;148,85;34,813
907;1;10401924;149,18;-130,961
908;1;10413416;145,84;-147,136
909;1;10424896;145,8;75,718
910;1;10436396;147,58;118,364
911;1;10447876;148,52;10,883
912;1;10459368;147,83;-111,421
913;1;10470852;145,96;-81,432
914;1;10482332;145,96;-72,237
915;1;10493832;144,3;-82,217
916;1;10505320;144,07;-39,178
917;1;10516804;143,4;91,4
918;1;10528296;146,17;194,517
919;1;10539784;147,87;-9,138
920;1;10551276;145,96;-76,166
921;1;10562760;146,12;-68,767
922;1;10574252;144,38;-198,903
923;1;10585736;141,55;-126,676
924;1;10597224;141,47;73,107
925;1;10608716;143,23;158,861
926;1;10620200;145,12;100,087
927;1;10631696;145,53;-54,424
928;1;10643168;143,87;-134,1
929;1;10654664;142,45;-52,654
930;1;10666148;142,66;-22,197
931;1;10677640;141,94;48,32
932;1;10689120;143,77;147,084
933;1;10700620;145,32;78,288
934;1;10712112;145,57;-129,288
935;1;10723592;142,35;-202,856
936;1;10735084;140,91;-150,157
937;1;10746568;138,9;65,297
938;1;10758056;142,41;241,079
939;1;10769548;144,44;11,747
940;1;10781040;142,68;-102,734
941;1;10792520;142,08;92,722
942;1;10804012;144,81;149,234
943;1;10815504;145,51;-177,577
944;1;10826988;140,73;-285,08
945;1;10838480;138,96;-10,885
946;1;10849956;140,48;89,674
947;1;10861452;141,02;-90,063
948;1;10872940;138,41;33,943
949;1;10884432;141,8;123,129
950;1;10895924;141,24;-167,102
951;1;10907412;137,96;34,831
952;1;10918892;142,04;186,814
953;1;10930376;142,25;45,676
954;1;10941880;143,09;-50,061
955;1;10953348;141,1;-176,706
956;1;10964856;139,03;-117,038
957;1;10976332;138,41;46,151
958;1;10987824;140,09;172,324
959;1;10999312;142,37;-4,352
960;1;11010804;139,99;-1,741
961;1;11022292;142,33;142,733
962;1;11033784;143,27;-46,57
963;1;11045268;141,26;-36,573
964;1;11056752;142,43;38,288
965;1;11068252;142,14;-31,326
966;1;11079736;141,71;-122,28
967;1;11091232;139,33;-62,228
968;1;11102716;140,28;26,123
969;1;11114200;139,93;-0,87
970;1;11125700;140,26;90,933
971;1;11137184;142,02;-43,111
972;1;11148664;139,27;-168,031
973;1;11160156;138,16;-75,705
974;1;11171648;137,53;-117,514
975;1;11183132;135,46;-105,327
976;1;11194624;135,11;57,006
977;1;11206112;136,77;119,732
978;1;11217592;137,86;115,338
979;1;11229088;139,42;77,459
980;1;11240572;139,64;9,575
981;1;11252064;139,64;140,146
982;1;11263548;142,86;150,183
983;1;11275036;143,09;-11,318
984;1;11286520;142,6;16,104
985;1;11298012;143,46;-62,652
986;1;11309504;141,16;-104,457
987;1;11320988;141,06;-72,249
988;1;11332480;139,5;-52,645
989;1;11343972;139,85;-99,199
990;1;11355464;137,22;-174,095
991;1;11366948;135,85;131,464
992;1;11378436;140,24;235,422
993;1;11389928;141,26;10,446
994;1;11401412;140,48;-79,213
995;1;11412904;139,44;-113,162
996;1;11424388;137,88;-35,683
997;1;11435884;138,62;-22,62
998;1;11447376;137,36;-63,545
999;1;11458860;137,16;3,916
1000;1;11470356;137,45;33,078
1001;1;11481836;137,92;-24,382
1002;1;11493324;136,89;-94,865
1003;1;11504816;135,74;-2,611
1004;1;11516308;136,83;3,918
1005;1;11527784;135,83;94,898
1006;1;11539280;139,01;258,966
1007;1;11550760;141,78;64,862
1008;1;11562252;140,5;-182,301
1009;1;11573744;137,59;-99,687
1010;1;11585224;138,21;-38,294
1011;1;11596724;136,71;-35,665
1012;1;11608216;137,39;89,224
1013;1;11619700;138,76;30,042
1014;1;11631184;138,08;158,861
1015;1;11642676;142,41;350,679
1016;1;11654168;146,14;405,205
1017;1;11665652;151,72;774,286
1018;1;11677144;163,93;908,339
1019;1;11688628;172,59;541,775
1020;1;11700124;176,38;95,284
1021;1;11711612;174,78;-107,05
1022;1;11723104;173,92;-225,888
1023;1;11734588;169,59;-316,797
1024;1;11746084;166,64;-130,938
1025;1;11757576;166,58;163,157
1026;1;11769068;170,39;514,975
1027;1;11780548;178,41;655,809
1028;1;11792032;185,45;848,851
1029;1;11803532;197,92;1224,765
1030;1;11815016;213,6;1733,148
1031;1;11826496;237,72;2664,605
1032;1;11837980;274,79;3962,034
1033;1;11849464;328,72;5619,777
1034;1;11860956;403,91;7887,796
1035;1;11872440;509,95;10808,081
1036;1;11883924;652,15;12261,013
1037;1;11895412;791,61;10712,794
1038;1;11906904;898,33;7780,679
1039;1;11918392;970,41;5951,158
1040;1;11929876;1035,04;6087,448
1041;1;11941400;1110,47;6757,215
1042;1;11952884;1190,51;6762,53
1043;1;11964384;1265,9;6015,054
1044;1;11975868;1328,76;4841,982
1045;1;11987356;1377,13;3945,421
1046;1;11998844;1419,41;4035,248
1047;1;12010336;1469,86;4692,288
1048;1;12021820;1527,22;5012,624
1049;1;12033308;1585,01;5181,122
1050;1;12044788;1646,22;5104,475
1051;1;12056280;1702,27;4676,297
1052;1;12067772;1753,7;4295,597
1053;1;12079264;1801;3662,922
1054;1;12090740;1837,83;3029,34
1055;1;12102236;1870,59;2815,872
1056;1;12113724;1902,55;2831,97
1057;1;12125220;1935,68;2541,34
1058;1;12136704;1960,95;1003,831
1059;1;12148192;1958,74;-860,463
1060;1;12159680;1941,18;-1300,052
1061;1;12171168;1928,87;-242,82
1062;1;12182660;1935,6;1232,597
1063;1;12194152;1957,2;2049,095
1064;1;12205636;1982,68;1842,243
1065;1;12217124;1999,52;1186,455
1066;1;12228612;2009,94;751,523
1067;1;12240104;2016,79;599,321
1068;1;12251588;2023,71;768,46
1069;1;12263072;2034,44;1023,242
1070;1;12274564;2047,22;1175,831
1071;1;12286060;2061,47;990,862
1072;1;12297544;2069,99;760,794
1073;1;12309036;2078,95;989,991
1074;1;12320524;2092,74;962,911
1075;1;12332008;2101,07;872,366
1076;1;12343496;2112,78;708,13
1077;1;12354984;2117,34;408,323
1078;1;12366468;2122,16;571,901
1079;1;12377960;2130,48;573,007
1080;1;12389452;2135,33;690,165
1081;1;12400940;2146,34;1147,484
1082;1;12412424;2161,69;1044,061
1083;1;12423908;2170,32;720,936
1084;1;12435408;2178,26;560,825
1085;1;12446892;2183,21;415,144
1086;1;12458388;2187,8;408,83
1087;1;12469860;2192,6;385,687
1088;1;12481360;2196,66;93,978
1089;1;12492844;2194,76;227,194
1090;1;12504336;2201,88;949,521
1091;1;12515824;2216,58;1134,86
1092;1;12527308;2227,95;938,37
1093;1;12538800;2238,14;525,766
1094;1;12550284;2240,03;-165,041
1095;1;12561764;2234,35;-261,577
1096;1;12573260;2234,02;576,789
1097;1;12584736;2247,6;988,767
1098;1;12596228;2256,73;291,942
1099;1;12607720;2254,31;-480,418
1100;1;12619208;2245,69;-832,318
1101;1;12630692;2235,19;-744,82
1102;1;12642180;2228,58;-251,611
1103;1;12653664;2229,41;331,708
1104;1;12665152;2236,2;955,345
1105;1;12676640;2251,36;1052,952
1106;1;12688116;2260,38;534,75
1107;1;12699604;2263,64;-237,121
1108;1;12711100;2254,93;-982,594
1109;1;12722584;2241,06;-1269,164
1110;1;12734060;2225,79;-483,281
1111;1;12745552;2229,96;580,303
1112;1;12757048;2239,13;286,286
1113;1;12768536;2236,54;-107,958
1114;1;12780020;2236,65;-282,132
1115;1;12791504;2230,06;-514,539
1116;1;12802992;2224,83;-399,774
1117;1;12814492;2220,87;-293,683
1118;1;12825976;2218,08;-273,424
1119;1;12837460;2214,59;-525,674
1120;1;12848956;2206;25,235
1121;1;12860444;2215,17;1062,228
1122;1;12871936;2230,41;1006,963
1123;1;12883424;2238,31;445,76
1124;1;12894908;2240,65;-172,354
1125;1;12906400;2234,35;-791,855
1126;1;12917892;2222,45;-730,327
1127;1;12929376;2217,57;-148,851
1128;1;12940868;2219,03;294,604
1129;1;12952356;2224,34;352,419
1130;1;12963852;2227,13;205,396
1131;1;12975336;2229,06;16,977
1132;1;12986824;2227,52;-216,35
1133;1;12998308;2224,09;-220,665
1134;1;13009800;2222,45;285,801
1135;1;13021296;2230,66;619,669
1136;1;13032780;2236,69;283,774
1137;1;13044272;2237,18;-33,066
1138;1;13055764;2235,93;-8,705
1139;1;13067248;2236,98;136,664
1140;1;13078740;2239,07;-94,028
1141;1;13090220;2234,82;-193,68
1142;1;13101716;2234,62;328,432
1143;1;13113208;2242,37;315,872
1144;1;13124700;2241,88;-149,26
1145;1;13136188;2238,94;93,56
1146;1;13147680;2244,03;240,293
1147;1;13159160;2244,46;93,141
1148;1;13170656;2246,17;582,043
1149;1;13182148;2257,84;828,256
1150;1;13193632;2265,2;676,276
1151;1;13205112;2273,37;777,633
1152;0;13216612;2283,07;183,67
1153;0;13228088;2277,59;-459,77
1154;0;13239580;2272,51;-353,412
1155;0;13251064;2269,47;129,333
1156;0;13262544;2275,48;69,662
1157;0;13274032;2271,07;-820,421
1158;0;13285520;2256,63;-1305,048
1159;0;13297012;2241,08;-978,318
1160;0;13308488;2234,16;-366,162
1161;0;13319980;2232,67;-125,783
1162;0;13331464;2231,27;344,708
1163;0;13342956;2240,59;569,725
1164;0;13354440;2244,36;-151,951
1165;0;13365924;2237,1;-753,133
1166;0;13377424;2227,05;-677,664
1167;0;13388900;2221,53;-206,338
1168;0;13400396;2222,31;69,589
1169;0;13411892;2223,13;-84,856
1170;0;13423376;2220,36;-367,775
1171;0;13434868;2214,68;-354,718
1172;0;13446352;2212,21;-526,98
1173;0;13457848;2202,57;-915,186
1174;0;13469320;2191,19;-501,915
1175;0;13480820;2191,04;169,219
1176;0;13492308;2195,08;842,183
1177;0;13503796;2210,39;1523,934
1178;0;13515288;2230,1;1048,921
1179;0;13526772;2234,49;-4,352
1180;0;13538268;2230;-669,511
1181;0;13549744;2219,11;-948,051
1182;0;13561252;2208,21;-679,168
1183;0;13572728;2203,5;169,742
1184;0;13584228;2212,11;607,708
1185;0;13595716;2217,47;298,189
1186;0;13607200;2218,96;-43,959
1187;0;13618692;2216,46;-368,71
1188;0;13630172;2210,49;-326,806
1189;0;13641672;2208,95;-354,221
1190;0;13653152;2202,35;-597,249
1191;0;13664644;2195,23;-426,967
1192;0;13676128;2192,54;299,008
1193;0;13687620;2202,1;716,585
1194;0;13699112;2209,01;149,26
1195;0;13710600;2205,53;-235,381
1196;0;13722096;2203,6;-214,534
1197;0;13733580;2200,6;-16,107
1198;0;13745068;2203,23;564,404
1199;0;13756560;2213,57;1074,848
1200;0;13768048;2227,93;1221,7
1201;0;13779528;2241,63;593,766
1202;0;13791020;2241,57;-271,976
1203;0;13802508;2235,38;-720,442
1204;0;13813992;2225,02;-542,305
1205;0;13825484;2222,92;17,838
1206;0;13836976;2225,43;-283,676
1207;0;13848468;2216,4;-900,627
1208;0;13859960;2204,73;-509,662
1209;0;13871444;2204,69;189,328
1210;0;13882936;2209,08;97,962
1211;0;13894412;2206,94;-509,227
1212;0;13905912;2197,38;-888,009
1213;0;13917396;2186,53;-834,639
1214;0;13928892;2178,2;-117,929
1215;0;13940376;2183,82;440,536
1216;0;13951864;2188,32;232,376
1217;0;13963356;2189,16;245,431
1218;0;13974844;2193,96;471,526
1219;0;13986324;2199,99;-10,016
1220;0;13997808;2193,73;-602,593
1221;0;14009308;2186,14;-409,85
1222;0;14020792;2184,31;-316,037
1223;0;14032280;2178,88;-61,39
1224;0;14043760;2182,9;190,265
1225;0;14055248;2183,25;-62,652
1226;0;14066744;2181,46;281,886
1227;0;14078236;2189,73;609,661
1228;0;14089724;2195,47;245,516
1229;0;14101208;2195,37;-569,092
1230;0;14112708;2182,39;-1217,581
1231;0;14124188;2167,39;-1066,33
1232;0;14135684;2157,89;-399,983
1233;0;14147164;2158,2;-232,933
1234;0;14158652;2152,54;-986,338
1235;0;14170148;2135,53;-1471,279
1236;0;14181632;2118,73;-1104,196
1237;0;14193124;2110,16;-284,595
1238;0;14204612;2112,19;490,947
1239;0;14216100;2121,44;1175,779
1240;0;14227584;2139,2;1014,972
1241;0;14239076;2144,76;-71,379
1242;0;14250560;2137,56;-819,551
1243;0;14262052;2125,93;-703,343
1244;0;14273536;2121,4;-417,827
1245;0;14285028;2116,33;-357,267
1246;0;14296516;2113,19;-115,358
1247;0;14308000;2113,68;40,049
1248;0;14319488;2114,11;-200,539
1249;0;14330988;2109,07;-425,587
1250;0;14342468;2104,33;-561,118
1251;2;14353960;2096,18;-431,17
1252;2;14365452;2094,42;391,142
1253;2;14376944;2105,17;1004,352
1254;2;14388432;2117,5;669,713
1255;2;14399924;2120,56;87,498
1256;2;14411404;2119,51;73,133
1257;2;14422896;2122,24;289,432
1258;2;14434380;2126,16;257,315
1259;2;14445864;2128,15;50,923
1260;2;14457356;2127,33;-296,448
1261;2;14468836;2121,34;-566,243
1262;2;14480332;2114,32;-640,769
1263;2;14491824;2106,61;-390,407
1264;2;14503308;2105,35;-267,282
1265;2;14514796;2100,47;-38,301
1266;2;14526284;2104,47;312,446
1267;2;14537776;2107,65;229,37
1268;2;14549260;2109,74;223,238
1269;2;14560756;2112,78;241,121
1270;2;14572236;2115,28;231,941
1271;2;14583736;2118,11;229,725
1272;2;14595220;2120,56;230,675
1273;2;14606712;2123,41;181,058
1274;2;14618196;2124,72;-138,405
1275;2;14629688;2120,23;-139,203
1276;2;14641184;2121,52;-184,073
1277;2;14652668;2116;-507,139
1278;2;14664156;2109,87;-350,923
1279;2;14675636;2107,94;-70,496
1280;2;14687136;2108,25;150,922
1281;2;14698628;2111,41;462,141
1282;2;14710116;2118,87;450,827
1283;2;14721608;2121,77;-327,676
1284;2;14733096;2111,34;-702,663
1285;2;14744592;2105,62;-188,827
1286;2;14756080;2107;159,788
1287;2;14767560;2109,29;287,306
1288;2;14779052;2113,6;264,578
1289;2;14790540;2115,37;116,168
1290;2;14802036;2116,27;-113,577
1291;2;14813520;2112,76;99,234
1292;2;14825012;2118,55;770,235
1293;2;14836500;2130,46;901,497
1294;2;14847996;2139,27;685,814
1295;2;14859480;2146,22;435,672
1296;2;14870972;2149,28;-112,726
1297;2;14882456;2143,63;-296,293
1298;2;14893956;2142,47;528,629
1299;2;14905440;2155,78;931,296
1300;2;14916924;2163,86;275,892
1301;2;14928420;2162,12;-400,714
1302;2;14939908;2154,65;-939,404
1303;2;14951392;2140,54;-891,645
1304;2;14962888;2134,16;-250,131
1305;2;14974380;2134,79;433,061
1306;2;14985864;2144,11;979,718
1307;2;14997356;2157,3;1263,708
1308;2;15008844;2173,15;1252,175
1309;2;15020340;2186,08;723,489
1310;2;15031816;2189,77;32,224
1311;2;15043304;2186,82;-536,647
1312;2;15054792;2177,44;-998,259
1313;2;15066284;2163,88;-1078,517
1314;2;15077768;2152,66;-685,737
1315;2;15089252;2148,13;-188,458
1316;2;15100744;2148,33;-115,318
1317;2;15112232;2145,48;-100,993
1318;2;15123716;2146,01;-132,381
1319;2;15135196;2142,44;-107,124
1320;2;15146680;2143,55;803,012
1321;2;15158172;2160,89;1336,845
1322;2;15169652;2174,26;594,533
1323;2;15181148;2174,55;-107,012
1324;2;15192640;2171,8;-252,785
1325;2;15204132;2168,74;-489,206
1326;2;15215616;2160,56;-457,869
1327;2;15227108;2158,22;-114,408
1328;2;15238604;2157,93;-223,315
1329;2;15250080;2153,09;-248,128
1330;2;15261576;2152,23;-203,549
1331;2;15273072;2148,41;-538,294
1332;2;15284556;2139,86;-683,124
1333;2;15296040;2132,72;-378,656
1334;2;15307532;2131,16;430,374
1335;2;15319020;2142,61;1247,389
1336;2;15330508;2159,82;1190,145
1337;2;15341992;2169,95;544,861
1338;2;15353468;2172,33;-19,582
1339;2;15364972;2169,5;-407,604
1340;2;15376456;2162,96;-297,267
1341;2;15387948;2162,67;144,448
1342;2;15399440;2166,28;75,296
1343;2;15410924;2164,4;-15,236
1344;2;15422412;2165,93;89,192
1345;2;15433908;2166,45;-100,522
1346;2;15445392;2163,62;-261,668
1347;2;15456876;2160,44;-101,81
1348;2;15468376;2161,28;463,801
1349;2;15479860;2171,1;589,311
1350;2;15491352;2174,82;265,494
1351;2;15502836;2177,2;289,918
1352;2;15514324;2181,48;403,324
1353;2;15525820;2186,47;682,095
1354;2;15537312;2197,16;564,642
1355;2;15548808;2199,45;289,767
1356;2;15560296;2203,82;509,138
1357;2;15571788;2211,15;526,888
1358;2;15583280;2215,93;653,177
1359;2;15594768;2226,16;1201,898
1360;2;15606252;2243,54;1298,763
1361;2;15617736;2255,99;777,633
1362;0;15629232;2261,41;9,134
1363;0;15640728;2256,2;-949,956
1364;0;15652212;2239,58;-1246,518
1365;0;15663704;2227,56;-630,874
1366;0;15675196;2225,08;55,285
1367;0;15686676;2228,83;226,798
1368;0;15698168;2230,29;-279,373
1369;0;15709656;2222,41;-612,813
1370;0;15721144;2216,21;-179,286
1371;0;15732636;2218,29;557,732
1372;0;15744112;2229,02;586,57
1373;0;15755600;2231,76;-398,311
1374;0;15767084;2219,87;-982,765
1375;0;15778576;2209,18;-744,431
1376;0;15790068;2202,76;-411,734
1377;0;15801552;2199,72;60,508
1378;0;15813040;2204,15;408,323
1379;0;15824524;2209,1;19,586
1380;0;15836016;2204,6;-268,106
1381;0;15847500;2202,94;-210,728
1382;0;15858984;2199,76;-466,301
1383;0;15870468;2192,23;-323,873
1384;0;15881956;2192,32;617,929
1385;0;15893448;2206,43;1311,782
1386;0;15904940;2222,47;985,811
1387;0;15916424;2229,08;304,825
1388;0;15927904;2229,47;-221,497
1389;0;15939404;2223,99;-810,282
1390;0;15950896;2210,84;-802,158
1391;0;15962392;2205,55;-64,404
1392;0;15973876;2209,36;481,975
1393;0;15985360;2216,62;366,905
1394;0;15996852;2217,79;356,273
1395;0;16008348;2224,81;545,692
1396;0;16019832;2230,33;-293,785
1397;0;16031324;2218,06;-893,976
1398;0;16042808;2209,79;-194,551
1399;0;16054300;2213,59;524,278
1400;0;16065792;2221,84;402,454
1401;0;16077284;2222,84;-281,549
1402;0;16088772;2215,37;-678,18
1403;0;16100272;2207,25;-392,379
1404;0;16111760;2206,35;125,805
1405;0;16123244;2210,14;485,893
1406;0;16134728;2217,51;518,802
1407;0;16146220;2222,06;77,486
1408;0;16157700;2219,29;-480,585
1409;0;16169192;2211,02;-772,846
1410;0;16180680;2201,53;-742,514
1411;0;16192168;2193,96;-360,686
1412;0;16203664;2193,24;53,497
1413;0;16215160;2195,19;369,452
1414;0;16226644;2201,73;631,093
1415;0;16238136;2209,69;286,721
1416;0;16249628;2208,32;-358,2
1417;0;16261112;2201,46;-612,813
1418;0;16272604;2194,24;-199,704
1419;0;16284096;2196,87;246,779
1420;0;16295580;2199,91;191,069
1421;0;16307072;2201,26;-16,095
1422;0;16318568;2199,54;-472,15
1423;0;16330052;2190,41;-583,986
1424;0;16341548;2186,12;-81,347
1425;0;16353040;2188,54;317,557
1426;0;16364536;2193,42;663,185
1427;0;16376020;2203,78;888,599
1428;0;16387516;2213,84;582,347
1429;0;16398996;2217,16;6,092
1430;0;16410496;2213,98;-553,332
1431;0;16421984;2204,44;-863,059
1432;0;16433484;2194,14;-497,999
1433;0;16444976;2192,99;286,771
1434;0;16456464;2200,73;625,762
1435;0;16467956;2207,37;310,651
1436;0;16479448;2207,87;-63,958
1437;0;16490940;2205,9;-177,141
1438;0;16502424;2203,8;-634,9
1439;0;16513920;2191,31;-1237,387
1440;0;16525416;2175,35;-1142,733
1441;0;16536900;2165,05;-275,165
1442;0;16548384;2169,03;427,763
1443;0;16559880;2174,88;573,877
1444;0;16571368;2182,22;550,818
1445;0;16582864;2187,54;134,923
1446;0;16594344;2185,32;-270,812
1447;0;16605832;2181,32;-174,904
1448;0;16617328;2181,3;2,61
1449;0;16628824;2181,38;-1,74
1450;0;16640316;2181,26;248,912
1451;0;16651804;2187,1;457,078
1452;0;16663288;2191,76;-26,545
1453;0;16674784;2186,49;-582,478
1454;0;16686276;2178,37;-756,047
1455;0;16697772;2169,11;-525,239
1456;0;16709256;2166,3;136,617
1457;0;16720756;2172,25;877,262
1458;0;16732248;2186,47;1207,797
1459;0;16743740;2200,01;1005,222
1460;0;16755228;2209,57;561,553
1461;0;16766712;2212,91;-51,775
1462;0;16778212;2208,38;-512,787
1463;0;16789704;2201,12;-479,381
1464;0;16801200;2197,36;-180,592
1465;0;16812684;2196,97;-38,294
1466;0;16824180;2196,48;114,408
1467;0;16835672;2199,6;65,263
1468;0;16847164;2197,98;-327,619
1469;0;16858656;2192,07;-400,853
1470;0;16870140;2188,77;34,807
1471;0;16881640;2192,87;494,955
1472;0;16893132;2200,15;469,62
1473;0;16904616;2203,66;167,189
1474;0;16916100;2203,99;-149,234
1475;0;16927600;2200,23;-358,82
1476;0;16939092;2195,74;-507,051
1477;0;16950576;2188,58;-587,57
1478;0;16962068;2182,24;-265,059
1479;0;16973552;2182,49;293,734
1480;0;16985048;2188,99;257,091
1481;0;16996540;2188,4;-35,677
1482;0;17008032;2188,17;54,395
1483;0;17019520;2189,65;-11,745
1484;0;17031020;2187,9;272,316
1485;0;17042508;2195,91;670,466
1486;0;17054004;2203,31;561,065
1487;0;17065500;2208,81;283,873
1488;0;17076972;2209,83;-443,148
1489;0;17088472;2198,63;-1032,968
1490;0;17099964;2186,08;-1528,285
1491;0;17111452;2163,51;-1815,057
1492;0;17122944;2144,37;-1094,729
1493;0;17134444;2138,34;24,352
1494;0;17145940;2144,93;477,807
1495;0;17157424;2149,32;538,388
1496;0;17168916;2157,3;820,421
1497;0;17180400;2168,17;650,339
1498;0;17191904;2172,25;328,318
1499;0;17203396;2175,72;-56,126
1500;0;17214888;2170,96;-532,295
1501;0;17226372;2163,49;-539,941
1502;0;17237872;2158,55;-63,935
1503;0;17249364;2162,02;290,252
1504;0;17260852;2165,22;-17,838
1505;0;17272348;2161,61;-85,727
1506;0;17283832;2163,25;-224,939
1507;0;17295332;2156,44;-910,317
1508;0;17306824;2142,32;-1067,885
1509;0;17318312;2131,9;-728,586
1510;0;17329800;2125,58;-280,146
1511;0;17341300;2125,46;-19,572
1512;0;17352792;2125,13;256,221
